voltage x,voltage y,time
4.629220953,4.617711566,30.426
4.628563274,4.617382726,30.427
4.625274878,4.61343665,30.428
4.620013443,4.609490574,30.429
4.614752009,4.60455798,30.43
4.607846376,4.618698085,30.431
4.629220953,4.621328802,30.432
4.635468907,4.631522831,30.433
4.636126586,4.634153548,30.434
4.637441945,4.63218051,30.435
4.640401502,4.633167029,30.436
4.640072662,4.633495869,30.437
4.644018738,4.638099624,30.438
4.650924371,4.64237454,30.439
4.654212768,4.646320616,30.44
4.647635974,4.644676417,30.441
4.640730341,4.636126586,30.442
4.63283819,4.629878633,30.443
4.633167029,4.627905595,30.444
4.629549793,4.630207472,30.445
4.631522831,4.625274878,30.446
4.631851671,4.624288359,30.447
4.621328802,4.624617198,30.448
4.624946038,4.617382726,30.449
4.616396207,4.614094329,30.45
4.620999962,4.614752009,30.451
4.624288359,4.626919076,30.452
4.635797747,4.629878633,30.453
4.636126586,4.631193991,30.454
4.639086143,4.63218051,30.455
4.638757304,4.633167029,30.456
4.638428464,4.63283819,30.457
4.644676417,4.638757304,30.458
4.65158205,4.643032219,30.459
4.658158844,4.649280173,30.46
4.639086143,4.645662936,30.461
4.638757304,4.63218051,30.462
4.631522831,4.620342283,30.463
4.629549793,4.631522831,30.464
4.631193991,4.626261397,30.465
4.629220953,4.627905595,30.466
4.629220953,4.625603717,30.467
4.629878633,4.62264416,30.468
4.618698085,4.618040405,30.469
4.612778971,4.615080848,30.47
4.618369245,4.617382726,30.471
4.623959519,4.630865152,30.472
4.629878633,4.634153548,30.473
4.635468907,4.636126586,30.474
4.637441945,4.637113105,30.475
4.637770785,4.630207472,30.476
4.637441945,4.621657641,30.477
4.641388021,4.627905595,30.478
4.646320616,4.634482388,30.479
4.649609012,4.647307135,30.48
4.644676417,4.644018738,30.481
4.640730341,4.633824709,30.482
4.630865152,4.624946038,30.483
4.63250935,4.628563274,30.484
4.630207472,4.628234434,30.485
4.630536312,4.626261397,30.486
4.630536312,4.626919076,30.487
4.625932557,4.624946038,30.488
4.616067367,4.620342283,30.489
4.614094329,4.615738528,30.49
4.615738528,4.622315321,30.491
4.622315321,4.63250935,30.492
4.631193991,4.637770785,30.493
4.636126586,4.627905595,30.494
4.637770785,4.63250935,30.495
4.639086143,4.636455426,30.496
4.636784266,4.633824709,30.497
4.639743822,4.637770785,30.498
4.648293654,4.645662936,30.499
4.654541607,4.646978295,30.5
4.638099624,4.647964814,30.501
4.635140067,4.637441945,30.502
4.640072662,4.626919076,30.503
4.636784266,4.629549793,30.504
4.629878633,4.626919076,30.505
4.634482388,4.626590236,30.506
4.628234434,4.626919076,30.507
4.624288359,4.621328802,30.508
4.620013443,4.615409688,30.509
4.615409688,4.615738528,30.51
4.619355764,4.615080848,30.511
4.619684603,4.628563274,30.512
4.635468907,4.630536312,30.513
4.63283819,4.634811228,30.514
4.636126586,4.63283819,30.515
4.636784266,4.633495869,30.516
4.637770785,4.636126586,30.517
4.640730341,4.638099624,30.518
4.646649455,4.647635974,30.519
4.65158205,4.651253211,30.52
4.645334097,4.645991776,30.521
4.636126586,4.639414983,30.522
4.631193991,4.621657641,30.523
4.631522831,4.619355764,30.524
4.631522831,4.61310781,30.525
4.627905595,4.615738528,30.526
4.629220953,4.620013443,30.527
4.62330184,4.611792452,30.528
4.619026924,4.60422914,30.529
4.620013443,4.611792452,30.53
4.617711566,4.616067367,30.531
4.627247916,4.624288359,30.532
4.634482388,4.630207472,30.533
4.636784266,4.631851671,30.534
4.638428464,4.635140067,30.535
4.638099624,4.633824709,30.536
4.638757304,4.634811228,30.537
4.641388021,4.638099624,30.538
4.646320616,4.644347578,30.539
4.65223973,4.648293654,30.54
4.648951333,4.648293654,30.541
4.639086143,4.635140067,30.542
4.633824709,4.628892114,30.543
4.616396207,4.627576755,30.544
4.630865152,4.631522831,30.545
4.627905595,4.631522831,30.546
4.626919076,4.629549793,30.547
4.625274878,4.628563274,30.548
4.616725047,4.62330184,30.549
4.614423169,4.615080848,30.55
4.616067367,4.621328802,30.551
4.629549793,4.616725047,30.552
4.637441945,4.633824709,30.553
4.637113105,4.63283819,30.554
4.631522831,4.634482388,30.555
4.637441945,4.636784266,30.556
4.639414983,4.633824709,30.557
4.640401502,4.639414983,30.558
4.648622493,4.643032219,30.559
4.656514645,4.647964814,30.56
4.648293654,4.645662936,30.561
4.639414983,4.637770785,30.562
4.628563274,4.628892114,30.563
4.630207472,4.626261397,30.564
4.627247916,4.628563274,30.565
4.627247916,4.629220953,30.566
4.624946038,4.628563274,30.567
4.624288359,4.625603717,30.568
4.615409688,4.619026924,30.569
4.617382726,4.615080848,30.57
4.616725047,4.618698085,30.571
4.629220953,4.627576755,30.572
4.634153548,4.631522831,30.573
4.638757304,4.630536312,30.574
4.640072662,4.63250935,30.575
4.64237454,4.634811228,30.576
4.636126586,4.633495869,30.577
4.636455426,4.637113105,30.578
4.64171686,4.645991776,30.579
4.647307135,4.649609012,30.58
4.643032219,4.646978295,30.581
4.631193991,4.636126586,30.582
4.628234434,4.631193991,30.583
4.630536312,4.627247916,30.584
4.623959519,4.626919076,30.585
4.62330184,4.626919076,30.586
4.624946038,4.626590236,30.587
4.62264416,4.624617198,30.588
4.61310781,4.616396207,30.589
4.612778971,4.615080848,30.59
4.612450131,4.602913781,30.591
4.625274878,4.624946038,30.592
4.63250935,4.63218051,30.593
4.638099624,4.633824709,30.594
4.64171686,4.631522831,30.595
4.639414983,4.635468907,30.596
4.640072662,4.635797747,30.597
4.636126586,4.640072662,30.598
4.642703379,4.644347578,30.599
4.645991776,4.65191089,30.6
4.645662936,4.644347578,30.601
4.631193991,4.638428464,30.602
4.626261397,4.630536312,30.603
4.625932557,4.629878633,30.604
4.626261397,4.622973,30.605
4.626919076,4.61376549,30.606
4.627905595,4.61343665,30.607
4.625274878,4.622315321,30.608
4.614094329,4.604886819,30.609
4.612450131,4.602584942,30.61
4.619355764,4.606531017,30.611
4.625603717,4.610148254,30.612
4.630207472,4.617053886,30.613
4.631522831,4.624617198,30.614
4.636784266,4.627247916,30.615
4.637770785,4.620671122,30.616
4.634482388,4.62330184,30.617
4.640730341,4.630207472,30.618
4.644018738,4.634482388,30.619
4.648951333,4.636126586,30.62
4.645662936,4.634153548,30.621
4.635797747,4.629878633,30.622
4.633824709,4.630536312,30.623
4.634153548,4.625603717,30.624
4.629878633,4.627576755,30.625
4.629549793,4.627247916,30.626
4.630207472,4.625932557,30.627
4.628563274,4.62330184,30.628
4.618698085,4.620671122,30.629
4.615080848,4.614423169,30.63
4.618369245,4.612778971,30.631
4.626261397,4.623959519,30.632
4.623959519,4.635140067,30.633
4.630865152,4.63283819,30.634
4.629549793,4.633495869,30.635
4.627247916,4.634811228,30.636
4.624946038,4.635797747,30.637
4.638099624,4.635140067,30.638
4.639414983,4.647307135,30.639
4.644018738,4.648622493,30.64
4.645334097,4.63218051,30.641
4.639086143,4.623959519,30.642
4.637441945,4.629220953,30.643
4.633495869,4.628563274,30.644
4.631193991,4.628234434,30.645
4.631522831,4.627576755,30.646
4.628563274,4.628234434,30.647
4.630207472,4.621986481,30.648
4.621986481,4.616067367,30.649
4.616067367,4.614094329,30.65
4.615409688,4.612778971,30.651
4.626590236,4.626261397,30.652
4.635468907,4.630865152,30.653
4.634811228,4.634811228,30.654
4.637441945,4.634811228,30.655
4.64237454,4.636126586,30.656
4.628892114,4.636126586,30.657
4.634811228,4.638428464,30.658
4.640401502,4.643361059,30.659
4.646978295,4.650595531,30.66
4.637441945,4.647307135,30.661
4.628234434,4.638428464,30.662
4.624946038,4.629549793,30.663
4.622315321,4.628892114,30.664
4.62330184,4.628892114,30.665
4.627905595,4.628234434,30.666
4.625274878,4.626919076,30.667
4.619355764,4.625603717,30.668
4.607846376,4.620342283,30.669
4.60455798,4.616067367,30.67
4.616725047,4.617382726,30.671
4.627905595,4.625603717,30.672
4.631522831,4.634811228,30.673
4.63218051,4.637113105,30.674
4.630865152,4.631851671,30.675
4.637113105,4.637770785,30.676
4.633824709,4.635797747,30.677
4.638099624,4.643032219,30.678
4.645005257,4.645662936,30.679
4.65191089,4.655528126,30.68
4.645662936,4.648622493,30.681
4.641059181,4.645662936,30.682
4.633167029,4.618040405,30.683
4.630207472,4.616396207,30.684
4.630865152,4.627905595,30.685
4.622973,4.626261397,30.686
4.621328802,4.628234434,30.687
4.626261397,4.628234434,30.688
4.614094329,4.620342283,30.689
4.607846376,4.614094329,30.69
4.611134773,4.615409688,30.691
4.62264416,4.629878633,30.692
4.63283819,4.633495869,30.693
4.634153548,4.640072662,30.694
4.634482388,4.640730341,30.695
4.639086143,4.640072662,30.696
4.635140067,4.62264416,30.697
4.638099624,4.625932557,30.698
4.643032219,4.630865152,30.699
4.649280173,4.647307135,30.7
4.650924371,4.645334097,30.701
4.64237454,4.640401502,30.702
4.622315321,4.634153548,30.703
4.625932557,4.631522831,30.704
4.625603717,4.633167029,30.705
4.627247916,4.63218051,30.706
4.624288359,4.633495869,30.707
4.622973,4.628563274,30.708
4.618369245,4.625603717,30.709
4.611134773,4.617053886,30.71
4.612121291,4.621657641,30.711
4.621986481,4.626919076,30.712
4.628563274,4.62264416,30.713
4.630536312,4.620999962,30.714
4.630536312,4.618369245,30.715
4.63283819,4.627576755,30.716
4.633167029,4.621986481,30.717
4.636126586,4.627247916,30.718
4.646649455,4.644347578,30.719
4.653883928,4.650266692,30.72
4.636455426,4.645991776,30.721
4.627576755,4.639743822,30.722
4.633495869,4.634482388,30.723
4.629220953,4.634811228,30.724
4.629549793,4.63218051,30.725
4.624617198,4.612778971,30.726
4.626919076,4.618698085,30.727
4.622315321,4.615409688,30.728
4.618698085,4.610805933,30.729
4.616067367,4.616396207,30.73
4.611134773,4.6039003,30.731
4.624946038,4.617053886,30.732
4.633167029,4.621986481,30.733
4.636784266,4.620013443,30.734
4.634153548,4.626261397,30.735
4.639743822,4.634811228,30.736
4.641059181,4.635468907,30.737
4.64171686,4.638428464,30.738
4.645662936,4.643032219,30.739
4.653555088,4.650924371,30.74
4.65158205,4.645991776,30.741
4.643032219,4.638428464,30.742
4.635140067,4.629220953,30.743
4.631522831,4.627247916,30.744
4.63218051,4.628563274,30.745
4.618698085,4.630865152,30.746
4.618040405,4.630207472,30.747
4.618698085,4.626261397,30.748
4.610148254,4.620671122,30.749
4.607517536,4.614094329,30.75
4.605873338,4.616067367,30.751
4.625603717,4.629220953,30.752
4.629549793,4.623630679,30.753
4.634482388,4.628563274,30.754
4.634811228,4.629549793,30.755
4.634811228,4.627905595,30.756
4.631193991,4.621328802,30.757
4.63250935,4.638757304,30.758
4.63250935,4.646649455,30.759
4.641388021,4.65223973,30.76
4.636784266,4.648293654,30.761
4.637770785,4.645334097,30.762
4.633824709,4.625932557,30.763
4.629878633,4.625274878,30.764
4.621986481,4.61343665,30.765
4.627576755,4.625603717,30.766
4.625274878,4.61310781,30.767
4.62330184,4.614752009,30.768
4.618040405,4.615738528,30.769
4.614752009,4.608832895,30.77
4.612450131,4.601927262,30.771
4.627905595,4.622973,30.772
4.628234434,4.617053886,30.773
4.63283819,4.618698085,30.774
4.636126586,4.636784266,30.775
4.633495869,4.634811228,30.776
4.64171686,4.637113105,30.777
4.640072662,4.639414983,30.778
4.646649455,4.645334097,30.779
4.650595531,4.650595531,30.78
4.640072662,4.648622493,30.781
4.631851671,4.641059181,30.782
4.619355764,4.631851671,30.783
4.63250935,4.637113105,30.784
4.628892114,4.631851671,30.785
4.624617198,4.633495869,30.786
4.626261397,4.630865152,30.787
4.62330184,4.626919076,30.788
4.619026924,4.621986481,30.789
4.615080848,4.619684603,30.79
4.61343665,4.618040405,30.791
4.623630679,4.621328802,30.792
4.63283819,4.629549793,30.793
4.629878633,4.618369245,30.794
4.63218051,4.635468907,30.795
4.635140067,4.625603717,30.796
4.633495869,4.620671122,30.797
4.637770785,4.621657641,30.798
4.641059181,4.627576755,30.799
4.650266692,4.650266692,30.8
4.653226249,4.647964814,30.801
4.639743822,4.639086143,30.802
4.621328802,4.635140067,30.803
4.619355764,4.631193991,30.804
4.619026924,4.627576755,30.805
4.627905595,4.614094329,30.806
4.620671122,4.629220953,30.807
4.63218051,4.626590236,30.808
4.623630679,4.619355764,30.809
4.618369245,4.616725047,30.81
4.618040405,4.615409688,30.811
4.61310781,4.62330184,30.812
4.621328802,4.631522831,30.813
4.625932557,4.633824709,30.814
4.622315321,4.637770785,30.815
4.633824709,4.638099624,30.816
4.636126586,4.639414983,30.817
4.636126586,4.641388021,30.818
4.645005257,4.646320616,30.819
4.647964814,4.633495869,30.82
4.648622493,4.650266692,30.821
4.639743822,4.625932557,30.822
4.639414983,4.63218051,30.823
4.624288359,4.629549793,30.824
4.63250935,4.629220953,30.825
4.63250935,4.629549793,30.826
4.63283819,4.630207472,30.827
4.628563274,4.626919076,30.828
4.622973,4.618698085,30.829
4.615409688,4.616396207,30.83
4.618040405,4.615738528,30.831
4.623959519,4.622973,30.832
4.619026924,4.634153548,30.833
4.621986481,4.636455426,30.834
4.624288359,4.64237454,30.835
4.631522831,4.639743822,30.836
4.635468907,4.638428464,30.837
4.638428464,4.637770785,30.838
4.645005257,4.647307135,30.839
4.649937852,4.65191089,30.84
4.647635974,4.646649455,30.841
4.640401502,4.62330184,30.842
4.631193991,4.63283819,30.843
4.625932557,4.611792452,30.844
4.628892114,4.630865152,30.845
4.631193991,4.628892114,30.846
4.628563274,4.628234434,30.847
4.629220953,4.623959519,30.848
4.622973,4.618369245,30.849
4.620671122,4.616396207,30.85
4.617711566,4.615738528,30.851
4.629549793,4.624946038,30.852
4.635468907,4.63283819,30.853
4.621328802,4.634811228,30.854
4.621657641,4.638428464,30.855
4.62330184,4.639414983,30.856
4.620999962,4.638428464,30.857
4.625603717,4.640730341,30.858
4.63218051,4.646978295,30.859
4.635468907,4.65158205,30.86
4.638428464,4.648622493,30.861
4.627905595,4.636455426,30.862
4.620342283,4.636126586,30.863
4.628892114,4.631193991,30.864
4.614094329,4.631522831,30.865
4.61310781,4.630865152,30.866
4.616725047,4.628892114,30.867
4.612450131,4.628234434,30.868
4.605544498,4.622315321,30.869
4.600940743,4.619684603,30.87
4.602256102,4.618369245,30.871
4.612450131,4.624946038,30.872
4.616725047,4.63250935,30.873
4.624617198,4.637441945,30.874
4.635140067,4.636126586,30.875
4.635140067,4.64237454,30.876
4.636455426,4.637113105,30.877
4.638099624,4.640072662,30.878
4.64237454,4.647635974,30.879
4.654212768,4.648293654,30.88
4.645334097,4.631522831,30.881
4.645991776,4.638428464,30.882
4.636126586,4.630865152,30.883
4.635468907,4.629878633,30.884
4.634811228,4.629549793,30.885
4.614094329,4.627905595,30.886
4.61376549,4.630865152,30.887
4.61310781,4.624946038,30.888
4.60455798,4.62330184,30.889
4.601269583,4.617711566,30.89
4.6039003,4.620013443,30.891
4.623959519,4.621986481,30.892
4.630536312,4.630865152,30.893
4.634811228,4.634482388,30.894
4.631193991,4.634482388,30.895
4.638757304,4.634153548,30.896
4.638428464,4.634482388,30.897
4.639086143,4.627576755,30.898
4.644018738,4.643361059,30.899
4.650924371,4.647307135,30.9
4.648951333,4.648951333,30.901
4.644347578,4.638428464,30.902
4.637441945,4.63250935,30.903
4.635468907,4.631193991,30.904
4.631851671,4.627576755,30.905
4.635140067,4.628892114,30.906
4.630207472,4.628234434,30.907
4.63218051,4.626590236,30.908
4.624946038,4.624617198,30.909
4.62264416,4.61376549,30.91
4.619026924,4.615738528,30.911
4.620999962,4.622973,30.912
4.618369245,4.635797747,30.913
4.619684603,4.639086143,30.914
4.621328802,4.636784266,30.915
4.620013443,4.640401502,30.916
4.621986481,4.636784266,30.917
4.626261397,4.640401502,30.918
4.644676417,4.645334097,30.919
4.650924371,4.650595531,30.92
4.646978295,4.649609012,30.921
4.641388021,4.637770785,30.922
4.634153548,4.633824709,30.923
4.629220953,4.627247916,30.924
4.631522831,4.628234434,30.925
4.634153548,4.626919076,30.926
4.631522831,4.628563274,30.927
4.621657641,4.623959519,30.928
4.625603717,4.621328802,30.929
4.619355764,4.615409688,30.93
4.617053886,4.616396207,30.931
4.627247916,4.620999962,30.932
4.619684603,4.634153548,30.933
4.62330184,4.634153548,30.934
4.636784266,4.633167029,30.935
4.638757304,4.635140067,30.936
4.637441945,4.635797747,30.937
4.639086143,4.637113105,30.938
4.646649455,4.641059181,30.939
4.649609012,4.648622493,30.94
4.651253211,4.645005257,30.941
4.6420457,4.634153548,30.942
4.635140067,4.63218051,30.943
4.635468907,4.628563274,30.944
4.635140067,4.630865152,30.945
4.634482388,4.628563274,30.946
4.635468907,4.625603717,30.947
4.614423169,4.625274878,30.948
4.622973,4.614094329,30.949
4.61376549,4.620013443,30.95
4.616396207,4.616396207,30.951
4.620013443,4.623630679,30.952
4.618698085,4.63218051,30.953
4.62330184,4.637441945,30.954
4.621657641,4.635797747,30.955
4.636455426,4.640401502,30.956
4.625603717,4.636784266,30.957
4.626261397,4.639086143,30.958
4.646649455,4.641388021,30.959
4.649937852,4.638428464,30.96
4.65158205,4.645991776,30.961
4.642703379,4.635140067,30.962
4.635468907,4.630207472,30.963
4.633824709,4.629878633,30.964
4.634482388,4.626590236,30.965
4.634153548,4.627905595,30.966
4.63283819,4.627247916,30.967
4.633167029,4.626261397,30.968
4.612450131,4.620342283,30.969
4.603571461,4.619684603,30.97
4.601598423,4.616067367,30.971
4.614094329,4.624617198,30.972
4.62330184,4.635468907,30.973
4.625603717,4.633495869,30.974
4.621986481,4.638099624,30.975
4.63283819,4.638757304,30.976
4.636784266,4.630865152,30.977
4.637113105,4.641388021,30.978
4.643689898,4.645991776,30.979
4.653883928,4.650595531,30.98
4.65158205,4.644347578,30.981
4.643361059,4.638428464,30.982
4.634153548,4.629220953,30.983
4.630865152,4.630536312,30.984
4.628892114,4.627905595,30.985
4.631851671,4.626590236,30.986
4.625603717,4.627576755,30.987
4.628234434,4.624946038,30.988
4.624946038,4.618040405,30.989
4.617053886,4.616725047,30.99
4.617053886,4.61376549,30.991
4.625603717,4.62264416,30.992
4.635140067,4.63250935,30.993
4.637113105,4.63283819,30.994
4.6420457,4.63283819,30.995
4.639743822,4.638428464,30.996
4.639414983,4.633167029,30.997
4.644018738,4.635797747,30.998
4.649609012,4.641388021,30.999
4.653883928,4.649280173,31
4.651253211,4.645005257,31.001
4.647964814,4.640401502,31.002
4.640401502,4.631193991,31.003
4.633495869,4.631193991,31.004
4.633495869,4.63218051,31.005
4.633824709,4.626590236,31.006
4.633495869,4.627905595,31.007
4.620342283,4.626261397,31.008
4.627247916,4.615738528,31.009
4.619355764,4.61376549,31.01
4.618040405,4.614423169,31.011
4.627247916,4.623630679,31.012
4.635468907,4.630865152,31.013
4.643032219,4.633167029,31.014
4.639086143,4.633824709,31.015
4.643689898,4.63283819,31.016
4.640072662,4.635140067,31.017
4.645005257,4.633824709,31.018
4.644676417,4.644018738,31.019
4.635797747,4.654541607,31.02
4.634153548,4.647635974,31.021
4.641388021,4.635468907,31.022
4.637113105,4.634811228,31.023
4.630865152,4.629549793,31.024
4.631851671,4.628234434,31.025
4.631851671,4.626261397,31.026
4.625274878,4.626590236,31.027
4.617053886,4.628234434,31.028
4.616067367,4.620671122,31.029
4.619355764,4.618369245,31.03
4.616725047,4.616067367,31.031
4.623630679,4.623630679,31.032
4.63218051,4.626590236,31.033
4.636455426,4.633824709,31.034
4.640730341,4.63283819,31.035
4.6420457,4.634153548,31.036
4.640401502,4.633824709,31.037
4.643361059,4.639414983,31.038
4.650595531,4.639414983,31.039
4.647635974,4.651253211,31.04
4.649609012,4.645662936,31.041
4.643689898,4.637441945,31.042
4.635468907,4.628563274,31.043
4.63218051,4.623630679,31.044
4.634811228,4.628563274,31.045
4.628892114,4.627247916,31.046
4.630536312,4.628563274,31.047
4.627905595,4.626590236,31.048
4.625603717,4.618369245,31.049
4.619684603,4.614094329,31.05
4.619355764,4.615738528,31.051
4.624288359,4.622973,31.052
4.636126586,4.629878633,31.053
4.639743822,4.629878633,31.054
4.639414983,4.633167029,31.055
4.637113105,4.636126586,31.056
4.639086143,4.634153548,31.057
4.640730341,4.634811228,31.058
4.644676417,4.638757304,31.059
4.649937852,4.646649455,31.06
4.650924371,4.646649455,31.061
4.645334097,4.638428464,31.062
4.633495869,4.634811228,31.063
4.633167029,4.627576755,31.064
4.633824709,4.628563274,31.065
4.629878633,4.628892114,31.066
4.629878633,4.625274878,31.067
4.630865152,4.624946038,31.068
4.627247916,4.618369245,31.069
4.620342283,4.614752009,31.07
4.616067367,4.614423169,31.071
4.618698085,4.623630679,31.072
4.634153548,4.629549793,31.073
4.637441945,4.628892114,31.074
4.637770785,4.629549793,31.075
4.640072662,4.631193991,31.076
4.641059181,4.631522831,31.077
4.641388021,4.63283819,31.078
4.647964814,4.640730341,31.079
4.649609012,4.645662936,31.08
4.650924371,4.647635974,31.081
4.64237454,4.645334097,31.082
4.635797747,4.633167029,31.083
4.630865152,4.630536312,31.084
4.629220953,4.631193991,31.085
4.628563274,4.629220953,31.086
4.625932557,4.628892114,31.087
4.624617198,4.628563274,31.088
4.621328802,4.610477093,31.089
4.620013443,4.61310781,31.09
4.616396207,4.606531017,31.091
4.623959519,4.61376549,31.092
4.630536312,4.625932557,31.093
4.635468907,4.625603717,31.094
4.63250935,4.626919076,31.095
4.636455426,4.626261397,31.096
4.638757304,4.627576755,31.097
4.64171686,4.634482388,31.098
4.644347578,4.641059181,31.099
4.650595531,4.646649455,31.1
4.651253211,4.644676417,31.101
4.645005257,4.640401502,31.102
4.638757304,4.630207472,31.103
4.634811228,4.627905595,31.104
4.630536312,4.626590236,31.105
4.631193991,4.623630679,31.106
4.627247916,4.628563274,31.107
4.626590236,4.627247916,31.108
4.622315321,4.622315321,31.109
4.615409688,4.614423169,31.11
4.612450131,4.616725047,31.111
4.623630679,4.612450131,31.112
4.631522831,4.629878633,31.113
4.639086143,4.628892114,31.114
4.637770785,4.631522831,31.115
4.639414983,4.634153548,31.116
4.639086143,4.630865152,31.117
4.641388021,4.634482388,31.118
4.645334097,4.640072662,31.119
4.654212768,4.647635974,31.12
4.642703379,4.650595531,31.121
4.642703379,4.6420457,31.122
4.633167029,4.631522831,31.123
4.628234434,4.630865152,31.124
4.630536312,4.630207472,31.125
4.628234434,4.629878633,31.126
4.629220953,4.628563274,31.127
4.627247916,4.628234434,31.128
4.621328802,4.622315321,31.129
4.616396207,4.617053886,31.13
4.614094329,4.614423169,31.131
4.619684603,4.626261397,31.132
4.633495869,4.620342283,31.133
4.631193991,4.623630679,31.134
4.637770785,4.627576755,31.135
4.637113105,4.634482388,31.136
4.636455426,4.63283819,31.137
4.640401502,4.635140067,31.138
4.645991776,4.640401502,31.139
4.65223973,4.647635974,31.14
4.647635974,4.647635974,31.141
4.642703379,4.639086143,31.142
4.636126586,4.628892114,31.143
4.628892114,4.624288359,31.144
4.630865152,4.624617198,31.145
4.628563274,4.625603717,31.146
4.630536312,4.626590236,31.147
4.627905595,4.623630679,31.148
4.624617198,4.620342283,31.149
4.618369245,4.614094329,31.15
4.616725047,4.611134773,31.151
4.614094329,4.62330184,31.152
4.631851671,4.633167029,31.153
4.636784266,4.637770785,31.154
4.633495869,4.621986481,31.155
4.635468907,4.624288359,31.156
4.637113105,4.620999962,31.157
4.640072662,4.630536312,31.158
4.6420457,4.631522831,31.159
4.650266692,4.636126586,31.16
4.649280173,4.63218051,31.161
4.639086143,4.629549793,31.162
4.634482388,4.63218051,31.163
4.634153548,4.628563274,31.164
4.627576755,4.626590236,31.165
4.629878633,4.624946038,31.166
4.630207472,4.625932557,31.167
4.630207472,4.625932557,31.168
4.62264416,4.620013443,31.169
4.61343665,4.619026924,31.17
4.615080848,4.6039003,31.171
4.625932557,4.623959519,31.172
4.633167029,4.628563274,31.173
4.634482388,4.636455426,31.174
4.641059181,4.63250935,31.175
4.637441945,4.634153548,31.176
4.640401502,4.63283819,31.177
4.639743822,4.634482388,31.178
4.645662936,4.640730341,31.179
4.647307135,4.647635974,31.18
4.645991776,4.648293654,31.181
4.64237454,4.640072662,31.182
4.630536312,4.630865152,31.183
4.616067367,4.63218051,31.184
4.626261397,4.615738528,31.185
4.626590236,4.615409688,31.186
4.63218051,4.623630679,31.187
4.630865152,4.623959519,31.188
4.624617198,4.620342283,31.189
4.618040405,4.616067367,31.19
4.616396207,4.60422914,31.191
4.621328802,4.611463612,31.192
4.625932557,4.618040405,31.193
4.633824709,4.630865152,31.194
4.636455426,4.630536312,31.195
4.640072662,4.635797747,31.196
4.638099624,4.633495869,31.197
4.640072662,4.633495869,31.198
4.645662936,4.6420457,31.199
4.650924371,4.647635974,31.2
4.638757304,4.648293654,31.201
4.641388021,4.646649455,31.202
4.631851671,4.637113105,31.203
4.627247916,4.633824709,31.204
4.627905595,4.63250935,31.205
4.628234434,4.628234434,31.206
4.624946038,4.631851671,31.207
4.627247916,4.628234434,31.208
4.620999962,4.622973,31.209
4.614752009,4.621328802,31.21
4.614094329,4.618698085,31.211
4.620013443,4.624946038,31.212
4.626261397,4.631851671,31.213
4.630536312,4.635468907,31.214
4.634153548,4.636126586,31.215
4.635468907,4.639414983,31.216
4.633824709,4.622315321,31.217
4.637770785,4.631851671,31.218
4.645334097,4.641388021,31.219
4.650266692,4.648622493,31.22
4.647635974,4.647307135,31.221
4.645005257,4.641059181,31.222
4.633824709,4.627576755,31.223
4.629878633,4.631193991,31.224
4.631522831,4.628234434,31.225
4.627576755,4.628563274,31.226
4.627905595,4.630536312,31.227
4.626919076,4.629220953,31.228
4.620999962,4.624617198,31.229
4.616067367,4.624617198,31.23
4.61376549,4.619684603,31.231
4.621986481,4.622315321,31.232
4.63283819,4.620013443,31.233
4.634482388,4.621986481,31.234
4.635797747,4.624288359,31.235
4.633824709,4.620999962,31.236
4.637441945,4.628563274,31.237
4.637441945,4.62264416,31.238
4.645662936,4.638428464,31.239
4.65191089,4.648622493,31.24
4.650266692,4.648293654,31.241
4.643689898,4.643689898,31.242
4.631851671,4.631193991,31.243
4.630865152,4.628234434,31.244
4.626590236,4.625603717,31.245
4.627247916,4.626919076,31.246
4.624946038,4.626261397,31.247
4.619026924,4.628234434,31.248
4.622315321,4.620999962,31.249
4.614752009,4.617711566,31.25
4.612450131,4.621986481,31.251
4.62330184,4.621986481,31.252
4.631522831,4.620342283,31.253
4.633495869,4.617711566,31.254
4.634153548,4.620999962,31.255
4.633824709,4.619684603,31.256
4.634811228,4.621657641,31.257
4.636784266,4.621657641,31.258
4.639414983,4.626261397,31.259
4.649280173,4.637441945,31.26
4.650266692,4.640730341,31.261
4.642703379,4.629878633,31.262
4.634482388,4.634153548,31.263
4.622315321,4.633824709,31.264
4.628892114,4.636455426,31.265
4.630536312,4.629549793,31.266
4.629220953,4.629549793,31.267
4.625274878,4.630865152,31.268
4.622315321,4.608832895,31.269
4.614094329,4.601598423,31.27
4.61310781,4.599296545,31.271
4.620013443,4.610148254,31.272
4.629549793,4.630536312,31.273
4.635468907,4.628563274,31.274
4.637770785,4.637441945,31.275
4.640072662,4.634482388,31.276
4.636126586,4.634811228,31.277
4.636784266,4.637441945,31.278
4.634811228,4.642703379,31.279
4.646320616,4.643689898,31.28
4.647635974,4.635468907,31.281
4.64237454,4.627905595,31.282
4.633824709,4.626919076,31.283
4.625932557,4.61310781,31.284
4.627247916,4.61343665,31.285
4.627905595,4.626919076,31.286
4.629878633,4.626590236,31.287
4.628563274,4.627576755,31.288
4.623959519,4.622973,31.289
4.616725047,4.618698085,31.29
4.61310781,4.614752009,31.291
4.624617198,4.623630679,31.292
4.630207472,4.627247916,31.293
4.636455426,4.630536312,31.294
4.634482388,4.63283819,31.295
4.639414983,4.634153548,31.296
4.636455426,4.634153548,31.297
4.635140067,4.634811228,31.298
4.643361059,4.639086143,31.299
4.653226249,4.645005257,31.3
